==============================================================================
REZDY ROUND 1 -- SUPPLIER TEXT vs WHAT WE EXTRACTED
==============================================================================

100 products, the HARDEST in the catalogue (16-55 headings each).
Prompt: SYSTEM_PROMPT_RZ_DESC_V1_2

HOW TO READ A BLOCK
------------------------------------------------------------------------------
  SUPPLIER TEXT   what the model was given. This is the supplier's own
                  words with their HTML formatting restored as plain
                  marks -- '## ' a heading tag, '**bold**', '- ' a list
                  item, '[text](url)' a link. Nothing added or removed;
                  verified word-for-word on all 9,361 products.
  EXTRACTED       the fields that were filled, and their exact contents.
  EMPTY           fields left blank. A blank is the rule WORKING: the
                  supplier wrote no heading naming that field, so the
                  text stayed in ABOUT. It does not mean text was lost.
  FLAGS           the model's own notes on anything it moved.

THE TWO NUMBERS ON EVERY PRODUCT
------------------------------------------------------------------------------
  RETENTION   share of the supplier's distinct words that appear
              SOMEWHERE in our output. This is the content-loss measure.
              It CANNOT see a word that survived in the WRONG field --
              that is what the issue list is for. On Fareharbor, 11 of 13
              defects in one run lost no text at all, so high retention
              is necessary but not sufficient.
  FILL RATE   share of the 21 fields that got content. LOW IS OFTEN
              CORRECT: a field only fills when the supplier wrote a
              heading for it, and about half of Rezdy products write few
              or none. A low fill rate with high retention means the text
              is all present, sitting in ABOUT, exactly as intended.

RUN TOTALS
------------------------------------------------------------------------------
  mean retention     98.8%       (worst 91.2%, best 100.0%)
  products >= 95%    99 / 100
  products >= 99%    57 / 100
  mean fill rate     24.1%       (5.1 of 21 fields on average)
  no findings        44 / 100 products
  findings by type  NO HEADING 54, DUPLICATED 35, CONTENT LOSS 19, REWORDED 17, URL LOST 1, MID-SENTENCE 1

  For comparison, the OLD method (Step 1) retained 71.8% of the same
  suppliers' words across these same 100 products.

INDEX -- worst retention first
------------------------------------------------------------------------------
  PRODUCT    SUPPLIER                HEAD  RETAIN  FILLED  ISSUES
    **Day 8 – Karikari Peninsula**
    We will spend the day exploring the stunning Karikari Peninsula, with its white silica sand beaches and serene bays, fringed with the red blossoms of pohutukawa trees.
    **Day 9 – Karikari Peninsula (Cape Reinga)**
    Today, we head to Cape Reinga stopping on the way to photograph the Te Paki sand dunes—humongous desert-like dunes created over millions of years through volcanic eruptions. Later in the afternoon we travel up to Cape Reinga, a location of great significance both geographically and culturally. A beautiful lighthouse sits high above the meeting of the Tasman Sea and the Pacific Ocean: this is where we shall capture sunset tonight.
    **Day 10 – Karikari Peninsula - Russell**
    This morning, we set off toward the picturesque Bay of Islands: the historic Duke of Marlborough Hotel in Russell will be our home for the next two nights. Russell features many historic sites, as it was the first capital of New Zealand during European colonisation. Our day ends with a sunset shoot over the picturesque coastline, on one of many beautiful bays nearby.
    **Day 11 – Russell**
    We have an early start for a sunrise shoot this morning, followed by breakfast back at the hotel. On our chartered boat, we spend the day exploring the Bay of Islands by sea, including parts of the coastline not accessible by road. We have some beautiful island stops to look forward to, and we will capture these at our own pace.
    **Day 12 – Russell - Raglan**
    Another early-morning sunrise shoot across the Bay of Islands allows you to hone your field technique and capture more stunning beaches. Today, we depart the Bay of Islands and head towards Whangarei and the beautiful Whangarei Falls. This is the last stop on our journey, as we head back to Auckland and then through to Raglan.
    **Day 13 – Raglan**
    Today you have a free day to explore Raglan or catch up on some post-processing.
    **Day 14 - Taranaki**
    Today we are travelling to our stunning accommodation for the next three nights; Ahu Ahu Beach Villas which is pitched right on the coast. After assembling, we will run through some tuition sessions covering long exposure photography and tutorials on composition. Later in the afternoon we will head out to the coast, capturing the sun setting over a dramatic coastline—a scene including volcanoes that have eroded into offshore islands.
    **Day 15 - Taranaki**
    We will explore Egmont National Park and its wonderfully stunted forest and shapely waterfalls flowing over old lava escarpments offer excellent photographic opportunities. Heading into the national park, you will learn to shoot a diverse range of subjects including classic landscape, mountain, waterfall and forest photography. This afternoon, we can journey further south⁠—to the North Island’s western-most point at Cape Egmont, well known for its iconic lighthouse⁠ to capture sunset here.
    **Day 16 - Taranaki**
    Today we will journey further north along the wild and dramatic coastline, with so many stunning beaches we are spoilt for choice and spend the day capturing the coastline. Tonight we will shoot sunset on one of the dramatic black sand beaches with views back to Mt Taranaki⁠.
    **Day 17 - New Plymouth**
    Today we will capture the coastal sunrise, heading out once again to one of the amazing local beaches with a view of the mountain. After this we will spend the rest of the morning reviewing over some of the work from the last 3 days, offering critique and advice on post processing, and after lunch we return back to New Plymouth for our last night on the tour.
    **Day 18 - New Plymouth - Auckland**
    Today we will spend the day making our way to Auckland, stopping in Hamilton to photograph the Hamilton Gardens. Arriving back in Auckland for late afternoon flights.
    ## PRICE INCLUDES
    - 17 days’ photography guiding by our local guides
    - 17 nights’ hotel accommodation (twin-share, single upgrade available) mostly 4✩
    - 3 nights stay at [Mt White Station](https://www.photographyworkshops.co.nz/mt-white/)
    - 3 nights stay at [Ahu Ahu Beach Villas](https://www.ahu.co.nz/)
    - 3 nights stay at [Carrington Estate](https://www.carrington.co.nz/)
    - 2 nights stay at the [Duke Of Marlborough Hotel](https://www.theduke.co.nz/)
    - 17 breakfasts, 2 lunches & 3 dinners
    - One way Air New Zealand flights Christchurch to Auckland
    - Boat charter in the Bay of Islands
    - Copy of [Pocket Guide to Landscape Photography](https://www.photographyworkshops.co.nz/2017/pocket-guide-landscape-wildlife-photography/)
    - E-book masterclass workshop topics
    - Use of [Benro filters kits](https://www.photographyworkshops.co.nz/benro-filters/)
    - Transport during the tour
    - DOC (National Park) concession fees
    - Copy of our [Pocket Guide to Landscape & Wildlife Photography ](https://www.photographyworkshops.co.nz/2017/07/pocket-guide-landscape-wildlife-photography/)
    - Donation to our [Conservation Fund](https://www.photographyworkshops.co.nz/about/conservation/)

------------------------------------------------------------------------------
EXTRACTED
------------------------------------------------------------------------------

  [ABOUT / DESCRIPTION]
      You will start this spectacular tour by joining Glen Howey and Spencer Clubb for a 4-day Landscape Masterclass, based in the stunning Mt White Station (https://www.photographyworkshops.co.nz/mt-white/). Our Landscape Masterclass Workshop is designed as an ideal programme to expand your skills as a landscape photographer. On this part of the tour you will have tutorials on composition along with advanced topics such as hyperfocal distance for getting sharp photographs. You will learn to shoot a diverse range of landscape photography from mountains, to rivers to high country panoramas from sunrise to sunset.
      From here you will fly to Auckland (included) to start the Northern leg of your journey with Ken Wright and Shaun Barnett. The first seven days will see you photographing the best of Northland’s scenery. The Far North offers ideal locations for long exposure photography, wild coastlines, waterfalls, and classic jetty shots. Historically, Northland was the main hub for activity in New Zealand - and to date, it retains numerous remarkable landmarks: Russell, the former capital; the Treaty of Waitangi grounds, the home of modern New Zealand; giant sand dunes created by volcanoes; the meeting place of the Pacific Ocean and the Tasman Sea; stunning bays; waterfalls; Kauri forest - Northland has it all! The never-ending summers of Northland make it a beautiful place to relax. As it is a deceptively-large region, we have set aside plenty of time to explore and capture some of the lushest environment in the country.
      Your final leg of your tour will be four days of photography on the awe-inspiring Taranaki coast. Staying for 3 nights in the Ahu Ahu Beach Villas, just outside New Plymouth. If any New Zealand volcano has the perfect shape, it is Mt Taranaki⁠ - which, at 2518m, is the second-highest peak in the North Island. This volcano forms the centrepiece of Egmont National Park, one of the country’s oldest national parks. We will explore the many contrasting photography opportunities from mountain to sea.
      LOCATION: Christchurch - Auckland
      Mt White Station (https://www.photographyworkshops.co.nz/mt-white/)
      Hokianga
      Te Paki Sand Dunes
      Cape Reinga
      Karikari Peninsula
      Bay of Islands
      Raglan
      New Plymouth
      Egmont National Park

  [HIGHLIGHTS]
      Unique access to Mt White Station (https://www.photographyworkshops.co.nz/mt-white/)
      4WD Unimog Tours
      Cape Reinga & Te Paki sand dunes
      Chartered boat around the Bay of Islands
      Stay at Carrington Estate & Duke Of Marlborough Hotel
      Mt Taranaki & Cape Egmont

  [WHAT'S INCLUDED]
      17 days’ photography guiding by our local guides
      17 nights’ hotel accommodation (twin-share, single upgrade available) mostly 4✩
      3 nights stay at Mt White Station (https://www.photographyworkshops.co.nz/mt-white/)
      3 nights stay at Ahu Ahu Beach Villas (https://www.ahu.co.nz/)
      3 nights stay at Carrington Estate (https://www.carrington.co.nz/)
      2 nights stay at the Duke Of Marlborough Hotel (https://www.theduke.co.nz/)
      17 breakfasts, 2 lunches & 3 dinners
      One way Air New Zealand flights Christchurch to Auckland
      Boat charter in the Bay of Islands
      Copy of Pocket Guide to Landscape Photography (https://www.photographyworkshops.co.nz/2017/pocket-guide-landscape-wildlife-photography/)
      E-book masterclass workshop topics
      Use of Benro filters kits (https://www.photographyworkshops.co.nz/benro-filters/)
      Transport during the tour
      DOC (National Park) concession fees
      Copy of our Pocket Guide to Landscape & Wildlife Photography (https://www.photographyworkshops.co.nz/2017/07/pocket-guide-landscape-wildlife-photography/)
      Donation to our Conservation Fund (https://www.photographyworkshops.co.nz/about/conservation/)

  [ITINERARY]
      Day 1 Christchurch - Mt White: We will pick you up early from Christchurch and drive to Mt White Station (https://www.photographyworkshops.co.nz/mt-white/) at midday. After assembling at the lodge we will run through an introductory programme of advanced camera setup for landscape photography and tutorials on composition along with advanced topics such as hyperfocal distance for getting sharp photographs. Late afternoon, we will head out for our first 4WD unimog trip to the top of a nearby peak to shoot sunset across the stunning river braids.
      Day 2 - Mt White: The day begins with an early sunrise shoot before returning to the lodge for breakfast, followed by a review session to offer some group critique of the photographs captured in the last two shoots. The rest of the day will be taken up alternating between locations on the station to refine your landscape photography techniques, then heading out in the unimog to capture sunset over the terraced high country landscape with mountain backdrop.
      Day 3 - Mt White: After an early morning sunrise, we will then spend the morning in the lodge conference room to offer a group critique of the photographs from the last days and an in-depth post-production session covering the processing of landscape photographs. We will head out in the unimog to capture sunset returning to the best location on the station for the weather conditions.
      Day 4 - Mt White - Auckland: During our last sunrise shoot, we will capture some of the first morning light across surrounding mountains. We will then help you process your two best images from the workshop and produce a finished 16x22" fine art print to take home. At midday we will say goodbye to the Station and head to Christchurch to catch our flight to Auckland (included).
      Day 5 – Auckland: Today you have a free day to explore Auckland, with the inclusion of a return ferry ticket to explore the volcanic landscape Rangitoto Island, a pest-free island that sits in the Hauraki Gulf near Auckland. It is the youngest volcano in New Zealand and offers some great photography opportunities from old lava flow to beautiful Pohutukawa trees.
      Day 6 - Auckland - Hokianga: To start the tour we will drive to the beautiful Hokianga Harbour, where we will stay tonight. En route, we stop to explore native Kauri forests, reaching the Harbour for sunset over the West Coast. The scenes we will be photographing today are unlike any you’ll find elsewhere across the country.
      Day 7 – Hokianga - Karikari Peninsula: Today we say goodbye to Hokianga and begin to make our way to one of mainland New Zealand’s furthest-north points, Cape Reinga. We will be stopping en route to capture several picturesque jetties—these are well-suited to black and white ‘fine art’ style photographs. As we drive up, we will check into our hotel for the next three nights; the stunning Carrington Estate, before heading to capture sunset along the coast here.
      Day 8 – Karikari Peninsula: We will spend the day exploring the stunning Karikari Peninsula, with its white silica sand beaches and serene bays, fringed with the red blossoms of pohutukawa trees.
      Day 9 – Karikari Peninsula (Cape Reinga): Today, we head to Cape Reinga stopping on the way to photograph the Te Paki sand dunes—humongous desert-like dunes created over millions of years through volcanic eruptions. Later in the afternoon we travel up to Cape Reinga, a location of great significance both geographically and culturally. A beautiful lighthouse sits high above the meeting of the Tasman Sea and the Pacific Ocean: this is where we shall capture sunset tonight.
      Day 10 – Karikari Peninsula - Russell: This morning, we set off toward the picturesque Bay of Islands: the historic Duke of Marlborough Hotel in Russell will be our home for the next two nights. Russell features many historic sites, as it was the first capital of New Zealand during European colonisation. Our day ends with a sunset shoot over the picturesque coastline, on one of many beautiful bays nearby.
      Day 11 – Russell: We have an early start for a sunrise shoot this morning, followed by breakfast back at the hotel. On our chartered boat, we spend the day exploring the Bay of Islands by sea, including parts of the coastline not accessible by road. We have some beautiful island stops to look forward to, and we will capture these at our own pace.
      Day 12 – Russell - Raglan: Another early-morning sunrise shoot across the Bay of Islands allows you to hone your field technique and capture more stunning beaches. Today, we depart the Bay of Islands and head towards Whangarei and the beautiful Whangarei Falls. This is the last stop on our journey, as we head back to Auckland and then through to Raglan.
      Day 13 – Raglan: Today you have a free day to explore Raglan or catch up on some post-processing.
      Day 14 - Taranaki: Today we are travelling to our stunning accommodation for the next three nights; Ahu Ahu Beach Villas which is pitched right on the coast. After assembling, we will run through some tuition sessions covering long exposure photography and tutorials on composition. Later in the afternoon we will head out to the coast, capturing the sun setting over a dramatic coastline—a scene including volcanoes that have eroded into offshore islands.
      Day 15 - Taranaki: We will explore Egmont National Park and its wonderfully stunted forest and shapely waterfalls flowing over old lava escarpments offer excellent photographic opportunities. Heading into the national park, you will learn to shoot a diverse range of subjects including classic landscape, mountain, waterfall and forest photography. This afternoon, we can journey further south⁠—to the North Island’s western-most point at Cape Egmont, well known for its iconic lighthouse⁠ to capture sunset here.
      Day 16 - Taranaki: Today we will journey further north along the wild and dramatic coastline, with so many stunning beaches we are spoilt for choice and spend the day capturing the coastline. Tonight we will shoot sunset on one of the dramatic black sand beaches with views back to Mt Taranaki⁠.
      Day 17 - New Plymouth: Today we will capture the coastal sunrise, heading out once again to one of the amazing local beaches with a view of the mountain. After this we will spend the rest of the morning reviewing over some of the work from the last 3 days, offering critique and advice on post processing, and after lunch we return back to New Plymouth for our last night on the tour.
      Day 18 - New Plymouth - Auckland: Today we will spend the day making our way to Auckland, stopping in Hamilton to photograph the Hamilton Gardens. Arriving back in Auckland for late afternoon flights.

  EMPTY (17): IMPORTANT INFO, WHAT'S NOT INCLUDED, EXTRAS, WHAT TO BRING, DURATION, CANCELLATION, CHECK IN, ACCESSIBILITY, RESTRICTIONS, SPECIAL REQUIREMENTS, FAQS, PRICING, DISCLAIMERS, HEALTH & SAFETY, CONTACT, MEETING POINT, GROUP SIZE
    ^ the supplier wrote no heading for these. Their text, if any,
      is in ABOUT above -- nothing was dropped.


==============================================================================
PT1CFA   pineappletours
Currumbin Wildlife Sanctuary - Southern Gold Coast  - Hop on Hop off Shuttle
==============================================================================
  RETENTION  98.9%   FILL RATE   9.5% (2/21 fields)   FINDINGS 1
  22 headings | 691 words | raw file: Rezdy-pineappletours-PT1CFA.json

  ISSUES FOUND (CANDIDATE -- verify against the text below)
    [NO HEADING] redo_desc_highlights filled but no heading names it

------------------------------------------------------------------------------
SUPPLIER TEXT (what the model was given)
------------------------------------------------------------------------------
    **Create Your Own Adventure: Southern Gold Coast & Northern NSW Hop on Hop off Bus**
    Experience the ultimate freedom to explore the Southern Gold Coast and Northern New South Wales at your own pace with our Hop on Hop off Bus service. Operating every **Monday and Friday**, this flexible transportation option allows you unlimited access to a variety of attractions, from pristine beaches and national parks to cultural centres and gourmet destinations.
    **How It Works**
    • **Unlimited Access**: Enjoy unlimited hopping on and off between all listed attractions throughout the day.
    • **Convenient Pickups**: Departures from various Gold Coast locations make it easy to start your adventure.
    • **Flexible Scheduling**: Spend as much or as little time as you like at each stop. Simply catch the next bus when you’re ready to move on.
    **Featured Attractions**
    **Currumbin Wildlife Sanctuary**
    **Discover Australian Wildlife**
    Get up close with Australia’s unique animals at Currumbin Wildlife Sanctuary. Hand-feed kangaroos, cuddle a koala, and watch exciting wildlife shows. The sanctuary also features a high ropes adventure course for thrill-seekers.
    • **Highlights**: Wildlife encounters, bird shows, TreeTop Challenge
    • **Ideal For**: Families, animal lovers, adventure enthusiasts
    **Jellurgal Aboriginal Cultural Centre**
    **Immerse in Indigenous Culture**
    Learn about the rich Aboriginal history of the Gold Coast at Jellurgal. Guided tours offer insights into Dreamtime stories, bush tucker, and the significance of the land.
    • **Highlights**: Guided cultural walks, art gallery, storytelling
    • **Ideal For**: Cultural enthusiasts, history buffs, educational groups
    **Burleigh Heads National Park**
    **Nature’s Coastal Gem**
    Explore walking trails that weave through rainforest and offer stunning ocean views. Perfect for a leisurely hike or a picnic by the sea.
    • **Highlights**: Coastal walks, wildlife spotting, panoramic viewpoints
    • **Ideal For**: Nature lovers, hikers, photographers
    **Tropical Fruit World**
    **A Feast for the Senses**
    Discover exotic fruits from around the world. Enjoy guided tours, fruit tastings, and family-friendly activities like mini-golf and farm animal encounters.
    • **Highlights**: Fruit plantation tours, tastings, orchard discovery walks
    • **Ideal For**: Foodies, families, horticulture enthusiasts
    **Catch a Crab**
    **An Unforgettable River Adventure**
    Experience the Tweed River like never before. Participate in crab catching, oyster farming, and pelican feeding aboard a fun-filled cruise.
    • **Highlights**: Crab catching, fishing, river cruise
    • **Ideal For**: Adventure seekers, families, seafood lovers
    **The Spa at Salt**
    **Relax and Rejuvenate**
    Indulge in luxurious spa treatments that will leave you refreshed. Choose from massages, facials, and wellness packages.
    • **Highlights**: Spa treatments, wellness programs, relaxation lounges
    • **Ideal For**: Couples, solo travellers needing relaxation, spa enthusiasts
    **Husk Distillery**
    **Sip and Savour Local Spirits**
    Visit the home of Ink Gin and Husk Rum. Enjoy distillery tours, tastings, and a relaxing time in the cellar door and café overlooking the countryside.
    • **Highlights**: Distillery tours, spirit tastings, scenic views
    • **Ideal For**: Adults, spirit connoisseurs, those interested in craft distilling
    **Northern Rivers Rail Trail**
    **Explore the Hinterland**
    Walk or cycle along the historic rail corridor, taking in the natural beauty and charm of the Northern Rivers region.
    • **Highlights**: Scenic trails, heritage sites, outdoor exercise
    • **Ideal For**: Cyclists, walkers, history enthusiasts
    **Murwillumbah**
    **Artistic Heart of the Region**
    Discover local art at the Tweed Regional Gallery and Margaret Olley Art Centre. Stroll through the town’s vibrant streets filled with cafés, boutiques, and galleries.
    • **Highlights**: Art galleries, shopping, dining
    • **Ideal For**: Art lovers, shoppers, cultural explorers
    **Why Choose Our Hop on Hop off Bus?**
    • **Customise Your Day**: Tailor your itinerary to suit your interests.
    • **Comfort and Convenience**: Travel in comfort without worrying about parking or navigation.
    • **Local Knowledge**: Our friendly drivers can provide tips and information about each destination.
    **Booking Information**
    • **Operating Days**: Every **Monday and Friday**
    • **Pick-Up Locations**: Multiple points across the Gold Coast
    • **Tickets**: Available for purchase online or at select outlets
    Embark on a journey where you hold the map. Whether you’re seeking adventure, relaxation, or cultural enrichment, the Southern Gold Coast and Northern NSW Hop on Hop off Bus offers a gateway to unforgettable experiences. **Book your seat today and start creating your own adventure!**
    *This ticket is for bus transfers only and doesn’t include a Booking at any venues or attractions

------------------------------------------------------------------------------
EXTRACTED
------------------------------------------------------------------------------

  [ABOUT / DESCRIPTION]
      Create Your Own Adventure: Southern Gold Coast & Northern NSW Hop on Hop off Bus
      Experience the ultimate freedom to explore the Southern Gold Coast and Northern New South Wales at your own pace with our Hop on Hop off Bus service. Operating every Monday and Friday, this flexible transportation option allows you unlimited access to a variety of attractions, from pristine beaches and national parks to cultural centres and gourmet destinations.
      Unlimited Access: Enjoy unlimited hopping on and off between all listed attractions throughout the day.
      Convenient Pickups: Departures from various Gold Coast locations make it easy to start your adventure.
      Flexible Scheduling: Spend as much or as little time as you like at each stop. Simply catch the next bus when you’re ready to move on.
      Currumbin Wildlife Sanctuary: Discover Australian Wildlife
      Get up close with Australia’s unique animals at Currumbin Wildlife Sanctuary. Hand-feed kangaroos, cuddle a koala, and watch exciting wildlife shows. The sanctuary also features a high ropes adventure course for thrill-seekers.
      Highlights: Wildlife encounters, bird shows, TreeTop Challenge
      Ideal For: Families, animal lovers, adventure enthusiasts
      Jellurgal Aboriginal Cultural Centre: Immerse in Indigenous Culture
      Learn about the rich Aboriginal history of the Gold Coast at Jellurgal. Guided tours offer insights into Dreamtime stories, bush tucker, and the significance of the land.
      Highlights: Guided cultural walks, art gallery, storytelling
      Ideal For: Cultural enthusiasts, history buffs, educational groups
      Burleigh Heads National Park: Nature’s Coastal Gem
      Explore walking trails that weave through rainforest and offer stunning ocean views. Perfect for a leisurely hike or a picnic by the sea.
      Highlights: Coastal walks, wildlife spotting, panoramic viewpoints
      Ideal For: Nature lovers, hikers, photographers
      Tropical Fruit World: A Feast for the Senses
      Discover exotic fruits from around the world. Enjoy guided tours, fruit tastings, and family-friendly activities like mini-golf and farm animal encounters.
      Highlights: Fruit plantation tours, tastings, orchard discovery walks
      Ideal For: Foodies, families, horticulture enthusiasts
      Catch a Crab: An Unforgettable River Adventure
      Experience the Tweed River like never before. Participate in crab catching, oyster farming, and pelican feeding aboard a fun-filled cruise.
      Highlights: Crab catching, fishing, river cruise
      Ideal For: Adventure seekers, families, seafood lovers
      The Spa at Salt: Relax and Rejuvenate
      Indulge in luxurious spa treatments that will leave you refreshed. Choose from massages, facials, and wellness packages.
      Highlights: Spa treatments, wellness programs, relaxation lounges
      Ideal For: Couples, solo travellers needing relaxation, spa enthusiasts
      Husk Distillery: Sip and Savour Local Spirits
      Visit the home of Ink Gin and Husk Rum. Enjoy distillery tours, tastings, and a relaxing time in the cellar door and café overlooking the countryside.
      Highlights: Distillery tours, spirit tastings, scenic views
      Ideal For: Adults, spirit connoisseurs, those interested in craft distilling
      Northern Rivers Rail Trail: Explore the Hinterland
      Walk or cycle along the historic rail corridor, taking in the natural beauty and charm of the Northern Rivers region.
      Highlights: Scenic trails, heritage sites, outdoor exercise
      Ideal For: Cyclists, walkers, history enthusiasts
      Murwillumbah: Artistic Heart of the Region
      Discover local art at the Tweed Regional Gallery and Margaret Olley Art Centre. Stroll through the town’s vibrant streets filled with cafés, boutiques, and galleries.
      Highlights: Art galleries, shopping, dining
      Ideal For: Art lovers, shoppers, cultural explorers
      Operating Days: Every Monday and Friday
      Pick-Up Locations: Multiple points across the Gold Coast
      Tickets: Available for purchase online or at select outlets
      Embark on a journey where you hold the map. Whether you’re seeking adventure, relaxation, or cultural enrichment, the Southern Gold Coast and Northern NSW Hop on Hop off Bus offers a gateway to unforgettable experiences. Book your seat today and start creating your own adventure!
      This ticket is for bus transfers only and doesn’t include a Booking at any venues or attractions

  [HIGHLIGHTS]
      Customise Your Day: Tailor your itinerary to suit your interests.
      Comfort and Convenience: Travel in comfort without worrying about parking or navigation.
      Local Knowledge: Our friendly drivers can provide tips and information about each destination.

  EMPTY (19): IMPORTANT INFO, WHAT'S INCLUDED, WHAT'S NOT INCLUDED, EXTRAS, ITINERARY, WHAT TO BRING, DURATION, CANCELLATION, CHECK IN, ACCESSIBILITY, RESTRICTIONS, SPECIAL REQUIREMENTS, FAQS, PRICING, DISCLAIMERS, HEALTH & SAFETY, CONTACT, MEETING POINT, GROUP SIZE
    ^ the supplier wrote no heading for these. Their text, if any,
      is in ABOUT above -- nothing was dropped.


==============================================================================
PQLMEL   tristaraviation
Light Aircraft Training 2 Flight Package (Launceston)
==============================================================================
  RETENTION  96.2%   FILL RATE  42.9% (9/21 fields)   FINDINGS 5
  22 headings | 687 words | raw file: Rezdy-tristaraviation-PQLMEL.json

  ISSUES FOUND (CANDIDATE -- verify against the text below)
    [NO HEADING] redo_desc_duration_text filled but no heading names it
    [NO HEADING] redo_group_size filled but no heading names it
    [DUPLICATED] redo_desc_important_info & redo_desc_restrictions: Please call the flying school if in any doubt.
    [DUPLICATED] redo_desc_important_info & redo_desc_restrictions: Any cancelled flights will be rescheduled for a later date.
    [DUPLICATED] redo_desc_highlights & redo_desc_what_included: Two training flights in a light aircraft

------------------------------------------------------------------------------
SUPPLIER TEXT (what the model was given)
------------------------------------------------------------------------------
    ## Highlights
    ## Two training flights in a light aircraft** **No experience necessary** **Classroom lesson plus hands-on flying time** **Feel the exhilaration as you take control and experience not one but two flights from the pilot seat. Record your flights in your own personal pilot log book.
    ## What's Included?
    ## Two training flights in a light aircraft, classroom briefings and a book! The flight lesson commences with a classroom briefing on all you need to know to enable you to control the aircraft on your first lesson. After the briefing the instructor will take you through the pre-flight inspection on your training aircraft before you take your place in the pilot's seat. Your instructor will talk you through the start up, taxiing and take-off before you take to the skies. The first flight is to the west of Launceston airport and lasts approximately 30 minutes. During this time you will be able to have hands on experience in flying the aeroplane. Following the flight there will be opportunity for you to record your flight in your pilot logbook and you will be given an aviation textbook to read prior to your next lesson. For your second flight you will be given a pre-flight briefing on how to fly the aircraft straight and level. Then you will be performing the pre-flight inspection before taking to the sky for a 60 minute lesson. Included in package is 1.5 Hours Dual Flight Instruction, Pilots Log Book and an Introductory Theory Book. Please note: Due to the popularity of this experience, weekend appointments book well in advance. If you have a weekend date in mind please give advance notice.
    ## Session Length
    ## Allow approx 5 hrs for this package with the first lesson lasting 1.5 hours and the second lesson for 2.5 hours. Available seven days per week during daylight hours. Saturdays and Sundays require five days notice due to availability. **How to Get There** Tristar Aviation, Launceston Airport, Building 73, Evandale Rd, Western Junction TAS 7212. Detailed directions can be supplied at the time of booking. Please book at least 8 weeks in advance for weekend sessions. Due to the easing of COVID restrictions, experiences will be available again after the 15th of June 2020. Session numbers will be limited and slowly expanded as the situation allows. You're authorised to enter the car park from Gate 4 for Building 73 for your flight experience.
    ## Restrictions
    ## Due to COVID 19 participants are requested to attend alone if possible, if someone needs to accompany them please limit to one person.
    ## Guidelines
    ## You must be of 15 years of age. Flying may be cancelled in certain weather conditions which would make the flight uncomfortable for a novice. Please call the flying school if in any doubt. Any cancelled flights will be rescheduled for a later date. Weight limitation of 90Kg or a max of 190cm applies, if heavier, Please contact the provider directly for alternative arrangements
    ## Cancellation
    ## Change your booking up to 7 days before the start time of your experience Changes are not permitted within 7 days of your experience Late arrivals or no shows may result in you forfeiting your experience
    ## Numbers on the Day
    ## One-on-one with your instructor.
    ## Spectators
    ## Due to Civil Aviation Safety Authority Rules the flight must only have the participant and instructor on board. However, there is a waiting area with tea and coffee making facilites and amenities for people who may be accompanying the participant.
    ## Weather
    ## Flying may be cancelled in certain weather conditions which would make the flight uncomforatable for a novice. Please call the flying school if in any doubt. Any cancelled flights will be rescheduled for a later date.
    ## Dress Code
    ## Comfortable clothing and footwear required to enable you to climb in and out of aircraft. (High heels not recommended).
    ## Other Info
    ## Our operators and their instructors are approved by the Civil Aviation Safety Authority and are members of the Aviation Safety Foundation of Australia. This experience is conducted in a 2 seat training aircraft.

------------------------------------------------------------------------------
EXTRACTED
------------------------------------------------------------------------------

  [ABOUT / DESCRIPTION]
      Due to Civil Aviation Safety Authority Rules the flight must only have the participant and instructor on board. However, there is a waiting area with tea and coffee making facilites and amenities for people who may be accompanying the participant.

  [IMPORTANT INFO]
      Flying may be cancelled in certain weather conditions which would make the flight uncomforatable for a novice. Please call the flying school if in any doubt. Any cancelled flights will be rescheduled for a later date.
      Our operators and their instructors are approved by the Civil Aviation Safety Authority and are members of the Aviation Safety Foundation of Australia. This experience is conducted in a 2 seat training aircraft.

  [HIGHLIGHTS]
      Two training flights in a light aircraft
      No experience necessary
      Classroom lesson plus hands-on flying time
      Feel the exhilaration as you take control and experience not one but two flights from the pilot seat. Record your flights in your own personal pilot log book.

  [WHAT'S INCLUDED]
      Two training flights in a light aircraft, classroom briefings and a book! The flight lesson commences with a classroom briefing on all you need to know to enable you to control the aircraft on your first lesson. After the briefing the instructor will take you through the pre-flight inspection on your training aircraft before you take your place in the pilot's seat. Your instructor will talk you through the start up, taxiing and take-off before you take to the skies. The first flight is to the west of Launceston airport and lasts approximately 30 minutes. During this time you will be able to have hands on experience in flying the aeroplane. Following the flight there will be opportunity for you to record your flight in your pilot logbook and you will be given an aviation textbook to read prior to your next lesson. For your second flight you will be given a pre-flight briefing on how to fly the aircraft straight and level. Then you will be performing the pre-flight inspection before taking to the sky for a 60 minute lesson. Included in package is 1.5 Hours Dual Flight Instruction, Pilots Log Book and an Introductory Theory Book. Please note: Due to the popularity of this experience, weekend appointments book well in advance. If you have a weekend date in mind please give advance notice.

  [WHAT TO BRING]
      Comfortable clothing and footwear required to enable you to climb in and out of aircraft. (High heels not recommended).

  [DURATION]
